InstanceType,InstanceFamily,InstanceCategory,InstanceCharacter,vCPU,Memory,CoreMark,CpuModel,ModelName,Vendor
p3.2xlarge,p3,AC,p,8,61.0,23738.917,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
p3.8xlarge,p3,AC,p,32,244.0,23738.917,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
p3.16xlarge,p3,AC,p,64,488.0,23738.917,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
p3dn.24xlarge,p3dn,AC,p,96,768.0,23738.917,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
p4d.24xlarge,p4d,AC,p,96,1152.0,23738.917,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
p5.48xlarge,p5,AC,p,192,2048.0,33539.1601,AMD EPYC 7R13 Processor,AMD EPYC 7R13,AMD
p5en.48xlarge,p5,AC,p,192,2048.0,34697.75583940001,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
r3.large,r3,Memory,r,2,15.0,,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,Intel
r3.xlarge,r3,Memory,r,4,30.0,,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,Intel
r3.2xlarge,r3,Memory,r,8,61.0,,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,Intel
r3.4xlarge,r3,Memory,r,16,122.0,,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,Intel
r3.8xlarge,r3,Memory,r,32,244.0,,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,Intel(R) Xeon(R) CPU E5-2670 v2 @ 2.50GHz,Intel
r4.large,r4,Memory,r,2,15.0,23738.917,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
r4.xlarge,r4,Memory,r,4,30.0,23738.917,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
r4.2xlarge,r4,Memory,r,8,61.0,23738.917,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
r4.4xlarge,r4,Memory,r,16,122.0,23738.917,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
r4.8xlarge,r4,Memory,r,32,244.0,23738.917,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
r4.16xlarge,r4,Memory,r,64,488.0,23738.917,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
r5.large,r5,Memory,r,2,16.0,23139.1854922,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
r5.xlarge,r5,Memory,r,4,32.0,23165.421097,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5.2xlarge,r5,Memory,r,8,64.0,23157.4809938,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
r5.4xlarge,r5,Memory,r,16,128.0,23189.498612000003,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5.8xlarge,r5,Memory,r,32,256.0,23163.177744,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5.12xlarge,r5,Memory,r,48,384.0,25106.0895558,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
r5.16xlarge,r5,Memory,r,64,512.0,23138.969002,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
r5.24xlarge,r5,Memory,r,96,768.0,25101.5488438,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
r5a.large,r5a,Memory,r,2,16.0,16915.113766200004,AMD EPYC 7571,AMD EPYC 7571,AMD
r5a.xlarge,r5a,Memory,r,4,32.0,16977.586285999998,AMD EPYC 7571,AMD EPYC 7571,AMD
r5a.2xlarge,r5a,Memory,r,8,64.0,16989.3689954,AMD EPYC 7571,AMD EPYC 7571,AMD
r5a.4xlarge,r5a,Memory,r,16,128.0,17011.155944399998,AMD EPYC 7571,AMD EPYC 7571,AMD
r5a.8xlarge,r5a,Memory,r,32,256.0,16999.4311834,AMD EPYC 7571,AMD EPYC 7571,AMD
r5a.12xlarge,r5a,Memory,r,48,384.0,16971.3349448,AMD EPYC 7571,AMD EPYC 7571,AMD
r5a.16xlarge,r5a,Memory,r,64,512.0,16752.004235200002,AMD EPYC 7571,AMD EPYC 7571,AMD
r5a.24xlarge,r5a,Memory,r,96,768.0,16853.4135502,AMD EPYC 7571,AMD EPYC 7571,AMD
r5ad.large,r5ad,Memory,r,2,16.0,16982.6224,AMD EPYC 7571,AMD EPYC 7571,AMD
r5ad.xlarge,r5ad,Memory,r,4,32.0,16992.2742,AMD EPYC 7571,AMD EPYC 7571,AMD
r5ad.2xlarge,r5ad,Memory,r,8,64.0,16996.7251,AMD EPYC 7571,AMD EPYC 7571,AMD
r5ad.4xlarge,r5ad,Memory,r,16,128.0,16987.5317,AMD EPYC 7571,AMD EPYC 7571,AMD
r5ad.8xlarge,r5ad,Memory,r,32,256.0,16987.6585,AMD EPYC 7571,AMD EPYC 7571,AMD
r5ad.12xlarge,r5ad,Memory,r,48,384.0,16959.6965,AMD EPYC 7571,AMD EPYC 7571,AMD
r5ad.16xlarge,r5ad,Memory,r,64,512.0,16977.9413,AMD EPYC 7571,AMD EPYC 7571,AMD
r5ad.24xlarge,r5ad,Memory,r,96,768.0,16998.3747,AMD EPYC 7571,AMD EPYC 7571,AMD
r5b.large,r5b,Memory,r,2,16.0,23929.4200492,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5b.xlarge,r5b,Memory,r,4,32.0,23913.956567000005,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5b.2xlarge,r5b,Memory,r,8,64.0,23936.0482632,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5b.4xlarge,r5b,Memory,r,16,128.0,23146.9630418,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5b.8xlarge,r5b,Memory,r,32,256.0,23938.1172104,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5b.12xlarge,r5b,Memory,r,48,384.0,25059.6538636,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5b.16xlarge,r5b,Memory,r,64,512.0,23920.0184832,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5b.24xlarge,r5b,Memory,r,96,768.0,25021.339616200003,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5d.large,r5d,Memory,r,2,16.0,23160.492,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5d.xlarge,r5d,Memory,r,4,32.0,23151.0518,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
r5d.2xlarge,r5d,Memory,r,8,64.0,23103.9288,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5d.4xlarge,r5d,Memory,r,16,128.0,23125.8915,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
r5d.8xlarge,r5d,Memory,r,32,256.0,23911.1143,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
r5d.12xlarge,r5d,Memory,r,48,384.0,25048.1011,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5d.16xlarge,r5d,Memory,r,64,512.0,23188.1124,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5d.24xlarge,r5d,Memory,r,96,768.0,25114.6541,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
r5dn.large,r5dn,Memory,r,2,16.0,23142.5097,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5dn.xlarge,r5dn,Memory,r,4,32.0,23922.3073,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5dn.2xlarge,r5dn,Memory,r,8,64.0,23184.7619,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5dn.4xlarge,r5dn,Memory,r,16,128.0,23159.7518,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5dn.8xlarge,r5dn,Memory,r,32,256.0,23931.4672,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5dn.12xlarge,r5dn,Memory,r,48,384.0,25063.1634,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5dn.16xlarge,r5dn,Memory,r,64,512.0,23927.9205,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5dn.24xlarge,r5dn,Memory,r,96,768.0,25037.1989,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5n.large,r5n,Memory,r,2,16.0,23913.272210199997,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5n.xlarge,r5n,Memory,r,4,32.0,23885.442948,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5n.2xlarge,r5n,Memory,r,8,64.0,23924.942443400003,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5n.4xlarge,r5n,Memory,r,16,128.0,23479.3262332,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5n.8xlarge,r5n,Memory,r,32,256.0,23150.0173536,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5n.12xlarge,r5n,Memory,r,48,384.0,25022.027633,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5n.16xlarge,r5n,Memory,r,64,512.0,23177.227494,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r5n.24xlarge,r5n,Memory,r,96,768.0,25023.693193000003,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
r6a.large,r6a,Memory,r,2,16.0,33359.37735720001,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
r6a.xlarge,r6a,Memory,r,4,32.0,33331.1447322,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
r6a.2xlarge,r6a,Memory,r,8,64.0,33369.403579,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
r6a.4xlarge,r6a,Memory,r,16,128.0,32801.894509599995,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
r6a.8xlarge,r6a,Memory,r,32,256.0,33314.439718,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
r6a.12xlarge,r6a,Memory,r,48,384.0,34513.723203199996,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
r6a.16xlarge,r6a,Memory,r,64,512.0,34425.4726516,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
r6a.24xlarge,r6a,Memory,r,96,768.0,32987.9077922,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
r6a.32xlarge,r6a,Memory,r,128,1024.0,34452.409133199995,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
r6a.48xlarge,r6a,Memory,r,192,1536.0,33346.92279299999,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
r6g.medium,r6g,Memory,r,1,8.0,19335.10555,AWS Graviton2 Processor,Neoverse-N1,AWS
r6g.large,r6g,Memory,r,2,16.0,19335.8529184,AWS Graviton2 Processor,Neoverse-N1,AWS
r6g.xlarge,r6g,Memory,r,4,32.0,19340.191838600003,AWS Graviton2 Processor,Neoverse-N1,AWS
r6g.2xlarge,r6g,Memory,r,8,64.0,19342.061158,AWS Graviton2 Processor,Neoverse-N1,AWS
r6g.4xlarge,r6g,Memory,r,16,128.0,19333.535245,AWS Graviton2 Processor,Neoverse-N1,AWS
r6g.8xlarge,r6g,Memory,r,32,256.0,19333.7593208,AWS Graviton2 Processor,Neoverse-N1,AWS
r6g.12xlarge,r6g,Memory,r,48,384.0,19342.1370646,AWS Graviton2 Processor,Neoverse-N1,AWS
r6g.16xlarge,r6g,Memory,r,64,512.0,19339.070679400003,AWS Graviton2 Processor,Neoverse-N1,AWS
r6gd.medium,r6gd,Memory,r,1,8.0,19334.5075,AWS Graviton2 Processor,Neoverse-N1,AWS
r6gd.large,r6gd,Memory,r,2,16.0,19337.4989,AWS Graviton2 Processor,Neoverse-N1,AWS
r6gd.xlarge,r6gd,Memory,r,4,32.0,19341.0886,AWS Graviton2 Processor,Neoverse-N1,AWS
r6gd.2xlarge,r6gd,Memory,r,8,64.0,19337.049,AWS Graviton2 Processor,Neoverse-N1,AWS
r6gd.4xlarge,r6gd,Memory,r,16,128.0,19333.6092,AWS Graviton2 Processor,Neoverse-N1,AWS
r6gd.8xlarge,r6gd,Memory,r,32,256.0,19337.0509,AWS Graviton2 Processor,Neoverse-N1,AWS
r6gd.12xlarge,r6gd,Memory,r,48,384.0,19340.4905,AWS Graviton2 Processor,Neoverse-N1,AWS
r6gd.16xlarge,r6gd,Memory,r,64,512.0,19337.2003,AWS Graviton2 Processor,Neoverse-N1,AWS
r6i.large,r6i,Memory,r,2,16.0,28978.137696800004,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6i.xlarge,r6i,Memory,r,4,32.0,28951.9039336,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6i.2xlarge,r6i,Memory,r,8,64.0,29005.1851824,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6i.4xlarge,r6i,Memory,r,16,128.0,28946.0133376,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6i.8xlarge,r6i,Memory,r,32,256.0,29027.5774204,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6i.12xlarge,r6i,Memory,r,48,384.0,28960.7544498,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6i.16xlarge,r6i,Memory,r,64,512.0,29000.555173,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6i.24xlarge,r6i,Memory,r,96,768.0,28989.500661799997,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6i.32xlarge,r6i,Memory,r,128,1024.0,28993.6617708,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6id.large,r6id,Memory,r,2,16.0,28967.8459,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6id.xlarge,r6id,Memory,r,4,32.0,28994.2608,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6id.2xlarge,r6id,Memory,r,8,64.0,28977.79,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6id.4xlarge,r6id,Memory,r,16,128.0,28943.7916,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6id.8xlarge,r6id,Memory,r,32,256.0,29005.6967,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6id.12xlarge,r6id,Memory,r,48,384.0,28918.4386,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6id.16xlarge,r6id,Memory,r,64,512.0,29006.2364,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6id.24xlarge,r6id,Memory,r,96,768.0,29012.6147,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6id.32xlarge,r6id,Memory,r,128,1024.0,29031.959,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6idn.large,r6idn,Memory,r,2,16.0,28922.4831,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6idn.xlarge,r6idn,Memory,r,4,32.0,29017.3107,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6idn.2xlarge,r6idn,Memory,r,8,64.0,28964.403,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6idn.4xlarge,r6idn,Memory,r,16,128.0,29004.7108,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6idn.8xlarge,r6idn,Memory,r,32,256.0,28956.5551,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6idn.12xlarge,r6idn,Memory,r,48,384.0,29014.8139,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6idn.16xlarge,r6idn,Memory,r,64,512.0,29020.5131,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6idn.24xlarge,r6idn,Memory,r,96,768.0,28971.0329,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6idn.32xlarge,r6idn,Memory,r,128,1024.0,28995.1245,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6in.large,r6in,Memory,r,2,16.0,28982.6698086,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6in.xlarge,r6in,Memory,r,4,32.0,29002.831699,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6in.2xlarge,r6in,Memory,r,8,64.0,29024.5758708,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6in.4xlarge,r6in,Memory,r,16,128.0,28981.0300328,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6in.8xlarge,r6in,Memory,r,32,256.0,28979.4757428,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6in.12xlarge,r6in,Memory,r,48,384.0,28999.8199294,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6in.16xlarge,r6in,Memory,r,64,512.0,29030.456523,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6in.24xlarge,r6in,Memory,r,96,768.0,29007.549157400004,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r6in.32xlarge,r6in,Memory,r,128,1024.0,28971.875437800005,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
r7a.medium,r7a,Memory,r,1,8.0,35571.0988776,AMD EPYC 9R14,AMD EPYC 9R14,AMD
r7a.large,r7a,Memory,r,2,16.0,35626.7616784,AMD EPYC 9R14,AMD EPYC 9R14,AMD
r7a.xlarge,r7a,Memory,r,4,32.0,35510.57794519999,AMD EPYC 9R14,AMD EPYC 9R14,AMD
r7a.2xlarge,r7a,Memory,r,8,64.0,35584.9629768,AMD EPYC 9R14,AMD EPYC 9R14,AMD
r7a.4xlarge,r7a,Memory,r,16,128.0,35601.1796332,AMD EPYC 9R14,AMD EPYC 9R14,AMD
r7a.8xlarge,r7a,Memory,r,32,256.0,35566.829638,AMD EPYC 9R14,AMD EPYC 9R14,AMD
r7a.12xlarge,r7a,Memory,r,48,384.0,35594.098298,AMD EPYC 9R14,AMD EPYC 9R14,AMD
r7a.16xlarge,r7a,Memory,r,64,512.0,35552.02395340001,AMD EPYC 9R14,AMD EPYC 9R14,AMD
r7a.24xlarge,r7a,Memory,r,96,768.0,35605.2477766,AMD EPYC 9R14,AMD EPYC 9R14,AMD
r7a.32xlarge,r7a,Memory,r,128,1024.0,35624.4450724,AMD EPYC 9R14,AMD EPYC 9R14,AMD
r7a.48xlarge,r7a,Memory,r,192,1536.0,35643.6463564,AMD EPYC 9R14,AMD EPYC 9R14,AMD
r7g.medium,r7g,Memory,r,1,8.0,24085.4820246,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7g.large,r7g,Memory,r,2,16.0,24079.6750146,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7g.xlarge,r7g,Memory,r,4,32.0,24078.167410400005,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7g.2xlarge,r7g,Memory,r,8,64.0,24077.3574614,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7g.4xlarge,r7g,Memory,r,16,128.0,24077.0095074,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7g.8xlarge,r7g,Memory,r,32,256.0,24083.3886114,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7g.12xlarge,r7g,Memory,r,48,384.0,24073.0669812,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7g.16xlarge,r7g,Memory,r,64,512.0,24069.1302852,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7gd.medium,r7gd,Memory,r,1,8.0,24088.9596,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7gd.large,r7gd,Memory,r,2,16.0,24077.081,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7gd.xlarge,r7gd,Memory,r,4,32.0,24077.081,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7gd.2xlarge,r7gd,Memory,r,8,64.0,24077.081,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7gd.4xlarge,r7gd,Memory,r,16,128.0,24073.5307,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7gd.8xlarge,r7gd,Memory,r,32,256.0,24077.081,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
r7gd.12xlarge,r7gd,Memory,r,48,384.0,24079.7958,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
